session,batch_id,exercise_name,missing_python_count,missing_education_count,missing_any_count
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_adl_arithmetics2,0,1,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_adl_comparison,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_adl_dict1,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_adl_dict2,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_adl_dict3,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_adl_file1,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_adl_format1,0,5,5
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_adl_functions2,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_adl_logic,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_adl_objects3,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_adl_recursion,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_adl_returnvalue,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_adl_simple_arithmetics,0,2,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_adl_tryexcept2,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_adl_vals_refs2,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_adl_vals_refs3,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_python_class1,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_python_class2,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_python_float,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_python_for,1,10,11
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_python_function,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_python_intro,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_python_list,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_python_split,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ae_python_while,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,objects_classes_account,1,1,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,objects_classes_point,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ps_python_2d_list,0,1,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ps_python_add_to_list,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ps_python_class_point,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ps_python_comparisons,1,1,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ps_python_conditionals_temperature,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ps_python_iteration_addition,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ps_python_iteration_multiplication,1,2,3
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ps_python_list_iteration_zoo,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ps_python_nested_calls,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ps_python_nested_ifs,1,1,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ps_python_nested_loops,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ps_python_recursive_factorial,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ps_python_string_indexing,0,1,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ps_python_try_adding,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ps_python_try_except,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,ps_return_bigger_or_none,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_account2,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_average_even_nums,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_average_float,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_average_list_elements,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_bmi_calculator,3,0,3
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_bmi_calculator2,3,0,3
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_boolean_dry_hot,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_boolean_dry_hot4,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_check_age,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_check_age2,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_check_product_code,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_check_product_code2,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_concat_char_two_str,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_concat_char_two_str2,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_concat_str_num,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_concat_str_num2,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_concat_string_num3,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_fail_course,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_fail_course2,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_fail_course3,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_file_input_stat,1,1,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_first_char_words_dict,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_if_else_num,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_if_else_wage2,0,2,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_input2,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_input4,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_input_stat2,1,5,6
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_list_basic,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_list_basic3,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_list_change,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_list_fill,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_list_min,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_list_process_elements,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_list_rotate_left_twice,1,1,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_list_rotate_right,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_loan2,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_nested_if_max_of_three,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_nested_if_min_max,1,1,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_nested_if_temperature,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_phone_age,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_point2,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_print_medals,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_print_medals_row_column_total,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_range3_2,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_range_one,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_range_three,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_rent_car,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_rent_car2,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_rent_car3,0,2,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_score_dict2,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_search_list,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_search_list_total_count,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_soda_survey,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_soda_survey_soda_avg,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_soda_survey_soda_respondent_avg,3,0,3
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_stars_2,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_str_count,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_str_count2,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_student_score,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_temperature,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_temperature_list_days_above_threshold,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_three_boolean,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_three_boolean3,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_tv2,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_vending_machine2,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_work_hours,1,1,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_work_hours2,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,py_write_squares_odd,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_dictionary:q_py_dict_access1,0,3,3
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_dictionary:q_py_dict_access2,0,4,4
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_exceptions:q_py_exception_assertion,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_exceptions:q_py_exceptions_addarr,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_exceptions:q_py_value_except1,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_functions:q_py_fun_car2,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_if_statement:q_py_if_elif1,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_if_statement:q_py_nested_if_elif1,1,1,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_if_statement:q_py_nested_if_elif2,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_lists:q_py_list_access1,0,4,4
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_lists:q_py_list_remove1,0,4,4
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_logical_operators:q_py_account_logic1,2,1,3
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_logical_operators:q_py_comparison_logic1,2,2,4
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_loops:q_py_for_loop1,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_loops:q_py_nested_while1,0,6,6
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_loops:q_py_while_loop1,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_loops:q_py_while_loop2,4,0,4
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_output_formatting:q_py_output1,9,0,9
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_output_formatting:q_py_output2,3,0,3
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_output_formatting:q_py_output3,6,16,22
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_output_formatting:q_py_output4,2,0,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_references:q_py_int_ref1,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_references:q_py_list_int_ref1,0,2,2
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_references:q_py_list_str_ref1,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_references:q_py_str_ref1,1,0,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_strings:q_py_concat_strings1,0,3,3
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_strings:q_py_substring1,0,1,1
window_5,batch_68c7da3a46988190a3b1a28749b177cd,q_py_topic_two_dimensional_array:q_py_2d_arrays1,7,0,7
