exercise_name,pred_count,gold_count,tp,fp,fn,precision,recall,f1,jaccard,accuracy_exact
ae_adl_arithmetics2,1,8,1,0,7,1.0000,0.1250,0.2222,0.1250,0.0000
ae_adl_comparison,4,4,2,2,2,0.5000,0.5000,0.5000,0.3333,0.0000
ae_adl_dict1,8,15,7,1,8,0.8750,0.4667,0.6087,0.4375,0.0000
ae_adl_dict2,11,13,6,5,7,0.5455,0.4615,0.5000,0.3333,0.0000
ae_adl_dict3,8,16,5,3,11,0.6250,0.3125,0.4167,0.2632,0.0000
ae_adl_file1,9,15,7,2,8,0.7778,0.4667,0.5833,0.4118,0.0000
ae_adl_file2,14,14,8,6,6,0.5714,0.5714,0.5714,0.4000,0.0000
ae_adl_findmax,8,10,5,3,5,0.6250,0.5000,0.5556,0.3846,0.0000
ae_adl_for,5,5,3,2,2,0.6000,0.6000,0.6000,0.4286,0.0000
ae_adl_format1,5,6,2,3,4,0.4000,0.3333,0.3636,0.2222,0.0000
ae_adl_format2,4,6,2,2,4,0.5000,0.3333,0.4000,0.2500,0.0000
ae_adl_functions1,3,4,1,2,3,0.3333,0.2500,0.2857,0.1667,0.0000
ae_adl_functions2,3,8,2,1,6,0.6667,0.2500,0.3636,0.2222,0.0000
ae_adl_functions3,2,9,1,1,8,0.5000,0.1111,0.1818,0.1000,0.0000
ae_adl_greet,5,5,3,2,2,0.6000,0.6000,0.6000,0.4286,0.0000
ae_adl_hello,3,3,1,2,2,0.3333,0.3333,0.3333,0.2000,0.0000
ae_adl_hiscore1,6,6,2,4,4,0.3333,0.3333,0.3333,0.2000,0.0000
ae_adl_hiscore2,2,6,1,1,5,0.5000,0.1667,0.2500,0.1429,0.0000
ae_adl_ifelifelse,7,6,4,3,2,0.5714,0.6667,0.6154,0.4444,0.0000
ae_adl_ifelse,7,7,4,3,3,0.5714,0.5714,0.5714,0.4000,0.0000
ae_adl_input1,7,8,5,2,3,0.7143,0.6250,0.6667,0.5000,0.0000
ae_adl_input2,5,8,3,2,5,0.6000,0.3750,0.4615,0.3000,0.0000
ae_adl_lists1,10,8,6,4,2,0.6000,0.7500,0.6667,0.5000,0.0000
ae_adl_lists2,5,6,3,2,3,0.6000,0.5000,0.5455,0.3750,0.0000
ae_adl_lists3,12,12,6,6,6,0.5000,0.5000,0.5000,0.3333,0.0000
ae_adl_logic,4,4,2,2,2,0.5000,0.5000,0.5000,0.3333,0.0000
ae_adl_nested_if,1,7,1,0,6,1.0000,0.1429,0.2500,0.1429,0.0000
ae_adl_objects1,3,5,2,1,3,0.6667,0.4000,0.5000,0.3333,0.0000
ae_adl_objects2,12,12,7,5,5,0.5833,0.5833,0.5833,0.4118,0.0000
ae_adl_objects3,9,15,6,3,9,0.6667,0.4000,0.5000,0.3333,0.0000
ae_adl_recursion,3,10,3,0,7,1.0000,0.3000,0.4615,0.3000,0.0000
ae_adl_returnvalue,4,11,3,1,8,0.7500,0.2727,0.4000,0.2500,0.0000
ae_adl_simple_arithmetics,6,6,3,3,3,0.5000,0.5000,0.5000,0.3333,0.0000
ae_adl_strings,6,6,4,2,2,0.6667,0.6667,0.6667,0.5000,0.0000
ae_adl_swap,1,5,0,1,5,0.0000,0.0000,0.0000,0.0000,0.0000
ae_adl_tryexcept1,6,7,4,2,3,0.6667,0.5714,0.6154,0.4444,0.0000
ae_adl_tryexcept2,4,11,2,2,9,0.5000,0.1818,0.2667,0.1538,0.0000
ae_adl_vals_refs1,3,7,1,2,6,0.3333,0.1429,0.2000,0.1111,0.0000
ae_adl_vals_refs2,6,8,2,4,6,0.3333,0.2500,0.2857,0.1667,0.0000
ae_adl_vals_refs3,6,9,2,4,7,0.3333,0.2222,0.2667,0.1538,0.0000
ae_adl_variables,6,6,2,4,4,0.3333,0.3333,0.3333,0.2000,0.0000
ae_adl_while,8,9,4,4,5,0.5000,0.4444,0.4706,0.3077,0.0000
ae_python_assignment,3,3,1,2,2,0.3333,0.3333,0.3333,0.2000,0.0000
ae_python_class1,5,5,2,3,3,0.4000,0.4000,0.4000,0.2500,0.0000
ae_python_class2,4,12,2,2,10,0.5000,0.1667,0.2500,0.1429,0.0000
ae_python_file,12,15,8,4,7,0.6667,0.5333,0.5926,0.4211,0.0000
ae_python_float,8,8,5,3,3,0.6250,0.6250,0.6250,0.4545,0.0000
ae_python_for,5,5,3,2,2,0.6000,0.6000,0.6000,0.4286,0.0000
ae_python_function,2,10,2,0,8,1.0000,0.2000,0.3333,0.2000,0.0000
ae_python_if,4,6,3,1,3,0.7500,0.5000,0.6000,0.4286,0.0000
ae_python_input,4,5,2,2,3,0.5000,0.4000,0.4444,0.2857,0.0000
ae_python_intro,3,3,2,1,1,0.6667,0.6667,0.6667,0.5000,0.0000
ae_python_list,13,15,7,6,8,0.5385,0.4667,0.5000,0.3333,0.0000
ae_python_split,7,18,4,3,14,0.5714,0.2222,0.3200,0.1905,0.0000
ae_python_while,10,13,6,4,7,0.6000,0.4615,0.5217,0.3529,0.0000
objects_classes_account,12,15,7,5,8,0.5833,0.4667,0.5185,0.3500,0.0000
