session,batch_id,exercise_name,missing_python_count,missing_education_count,missing_any_count
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_arithmetics2,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_comparison,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_dict1,1,2,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_dict2,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_dict3,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_file1,0,4,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_file2,2,2,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_findmax,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_for,0,4,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_format2,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_functions1,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_functions2,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_functions3,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_greet,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_hello,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_hiscore1,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_hiscore2,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_ifelifelse,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_ifelse,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_input1,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_input2,2,3,5
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_lists1,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_lists2,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_lists3,0,12,12
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_logic,1,2,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_nested_if,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_objects1,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_objects2,0,4,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_objects3,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_recursion,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_returnvalue,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_simple_arithmetics,1,3,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_strings,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_swap,2,2,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_tryexcept1,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_tryexcept2,0,8,8
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_vals_refs1,0,5,5
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_vals_refs2,0,6,6
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_vals_refs3,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_variables,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_adl_while,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_python_assignment,1,2,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_python_class1,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_python_class2,0,4,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_python_file,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_python_float,1,2,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_python_for,0,20,20
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_python_function,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_python_if,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_python_input,0,4,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_python_intro,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_python_list,0,6,6
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_python_split,16,3,19
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ae_python_while,1,2,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,bjects_classes_loan,10,1,11
window_10,batch_68c7e9895c0c819092f2bc941852cf31,objects_classes_account,4,3,7
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_hello,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_2d_list,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_add_to_list,1,7,8
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_addition,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_bigger_than,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_calculate_function,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_class_person,1,4,5
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_class_point,0,4,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_comparisons,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_conditionals_temperature,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_dict_filter,1,2,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_dict_keys,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_dict_values,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_for_odd_or_even,1,2,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_iteration_addition,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_iteration_multiplication,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_list_iteration_zoo,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_list_to_dict,1,2,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_modulo_is_even,1,3,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_nested_calls,0,8,8
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_nested_ifs,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_nested_lists_indexing,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_nested_loops,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_printing_file_contents,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_recursive_factorial,0,4,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_string_indexing,0,6,6
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_string_join,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_swap,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_try_adding,0,4,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_try_except,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_python_xor,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_return_bigger_or_none,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_simple_function,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,ps_simple_params,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_adjacent_consecutive,1,2,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_adjacent_greater,10,2,12
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_average_even_nums,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_average_float,1,3,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_average_list_elements,0,5,5
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_bmi_calculator,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_bmi_calculator2,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_boolean_dry_hot,1,1,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_boolean_dry_hot2,2,3,5
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_boolean_dry_hot3,2,2,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_boolean_dry_hot4,2,3,5
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_char_dict,10,3,13
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_check_adjacent,2,2,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_check_age,1,2,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_check_age2,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_check_product_code,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_check_product_code2,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_concat_char_two_str,0,8,8
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_concat_char_two_str2,0,5,5
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_concat_str_num,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_concat_str_num2,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_concat_string_num3,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_digits,1,2,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_display_time2,1,0,1
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_divisor,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_f_to_c_conversion,1,2,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_fahrenheit_to_celsius,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_fail_course,2,2,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_fail_course2,2,2,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_fail_course3,1,1,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_file_input_stat,0,5,5
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_find_average,2,3,5
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_first_char_words_dict,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_if_else_grade,2,1,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_if_else_num,1,2,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_if_else_wage,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_if_else_wage2,3,2,5
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_ifelse_odd_even,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_ifelseif_grade2,2,3,5
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_input,2,3,5
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_input2,1,2,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_input3,1,2,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_input4,2,2,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_input_stat2,4,5,9
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_largest_divisor,1,3,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_list2d_basic,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_list2d_basic2,0,6,6
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_list_basic,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_list_basic3,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_list_change,2,4,6
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_list_fill,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_list_fill_user_input,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_list_min,10,2,12
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_list_min_max,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_list_process_elements,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_list_rotate,4,5,9
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_list_rotate_left_twice,4,4,8
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_list_rotate_right,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_list_rotate_right_twice,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_list_swap_adjacent_elements,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_loan2,2,1,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_nested_if_max_of_three,1,5,6
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_nested_if_min_max,1,2,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_nested_if_temperature,0,1,1
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_nested_if_temperature2,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_phone_age,10,2,12
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_phone_age2,2,2,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_point2,1,4,5
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_print_medals,0,5,5
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_print_medals_row_column_total,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_pythagorean_theorem,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_pythagorean_theorem2,1,1,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_range1_2,0,4,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_range2_2,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_range3_2,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_range_one,0,3,3
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_range_three,0,4,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_range_two,0,2,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_rent_car,2,2,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_rent_car2,2,2,4
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_rent_car3,2,0,2
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_repeated_sequence,1,4,5
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_repeated_sequence2,1,4,5
window_10,batch_68c7e9895c0c819092f2bc941852cf31,py_reverse_number,2,2,4
