exercise_name,parent,leaf,ontology,n,min,max,mode,mean,stddev,score
q_py_topic_output_formatting:q_py_output4,SubscriptExpression,IndexingExpression,parser,4,0,5,4,3.250000,2.217356,4
q_py_topic_output_formatting:q_py_output4,SubscriptExpression,SlicingExpression,parser,3,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,Call,FunctionCall,parser,5,5,5,5,5.000000,0.000000,5
q_py_topic_output_formatting:q_py_output4,ArithmeticExpression,BinaryOperation,parser,5,0,1,0,0.200000,0.447214,0
q_py_topic_output_formatting:q_py_output4,ArithmeticExpression,UnaryOperation,parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,LogicalExpression,ComparisonExpression,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,LogicalExpression,BooleanExpression,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,Literal,StringLiteral,parser,5,5,5,5,5.000000,0.000000,5
q_py_topic_output_formatting:q_py_output4,Literal,BooleanLiteral,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,Literal,NoneLiteral,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,NumericLiteral,FloatLiteral,parser,5,4,5,5,4.800000,0.447214,5
q_py_topic_output_formatting:q_py_output4,NumericLiteral,IntegerLiteral,parser,5,4,5,5,4.800000,0.447214,5
q_py_topic_output_formatting:q_py_output4,LiteralCollection,TupleLiteral,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,LiteralCollection,SetLiteral,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,LiteralCollection,ListLiteral,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,LiteralCollection,DictLiteral,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,Error,TypeError,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,Error,OSError,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,Error,IndexError,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,Error,IOError,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,Error,FileNotFoundError,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,Error,ValueError,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,Error,AssertionError,parser,3,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,StringMethod,split(),parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,StringMethod,lower(),parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,StringMethod,join(),parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,StringMethod,format(),parser,5,5,5,5,5.000000,0.000000,5
q_py_topic_output_formatting:q_py_output4,StringMethod,capitalize(),parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,StringMethod,rstrip(),parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,StringMethod,replace(),parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,DictionaryMethod,values(),parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,DictionaryMethod,keys(),parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,DictionaryMethod,items(),parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,DictionaryMethod,get(),parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,ListMethod,reverse(),parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,ListMethod,insert(),parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,ListMethod,remove(),parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,ListMethod,append(),parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,ListMethod,pop(),parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,FileMethod,readline(),parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,FileMethod,close(),parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,FileMethod,read(),parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,Operator,=,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,ComparisonOperator,LessOrEqual,parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,ComparisonOperator,Less,parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,ComparisonOperator,Larger,parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,ComparisonOperator,LargerOrEqual,parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,ComparisonOperator,==,parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,ComparisonOperator,NotEqual,parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,BuiltInFunction,print(),parser,5,5,5,5,5.000000,0.000000,5
q_py_topic_output_formatting:q_py_output4,BuiltInFunction,str(),parser,5,4,4,4,4.000000,0.000000,4
q_py_topic_output_formatting:q_py_output4,Statement,ExpressionStatement,parser,5,4,5,4,4.400000,0.547723,4
q_py_topic_output_formatting:q_py_output4,ArtithmeticOperator,,,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,MembershipOperator,in,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,LogicalOperator,and,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,ConditionalStatement,IfStatement,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,ImportStatement,Import,parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,JumpStatement,ReturnStatement,parser,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,IterationStatement,ForStatement,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,ExceptionHandlingStatement,TryStatement,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,AssignmentStatement,SimpleAssignmentStatement,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,DefinitionStatement,FunctionDefinition,parser,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,Python,Printing,education,5,5,5,5,5.000000,0.000000,5
q_py_topic_output_formatting:q_py_output4,HandlingFunction,CallingFunctionLibrary,education,4,5,5,5,5.000000,0.000000,5
q_py_topic_output_formatting:q_py_output4,HandlingFunction,NestedFunctionCall,education,4,4,5,5,4.750000,0.500000,5
q_py_topic_output_formatting:q_py_output4,Python,Concatenation,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,Python,Importing,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,Python,FindingLength,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,Python,CheckingForItem,education,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,Python,HandlingInput,education,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,CheckingCondition,IfElseChecking,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,CheckingCondition,AssertChecking,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,CheckingCondition,IfElifElseChecking,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,CheckingCondition,NestedIfChecking,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,CheckingCondition,IfChecking,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,CheckingCondition,IfElifChecking,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,CheckingCondition,BooleanEvaluating,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,CheckingInForLoop,IfElseCheckingInForLoop,education,4,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,CheckingInForLoop,IfElifCheckingInForLoop,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,CheckingInForLoop,IfCheckingInForLoop,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,CheckingInForLoop,IfElifElseCheckingInForLoop,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,CheckingInWhileLoop,IfElifElseCheckingInWhileLoop,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,CheckingInWhileLoop,IfCheckingInWhileLoop,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,CheckingInWhileLoop,IfElseCheckingInWhileLoop,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,CheckingInWhileLoop,IfElifCheckingInWhileLoop,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,ManagingVariable,SwappingVariablesValue,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,ManagingVariable,AssigningVariable,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,ManagingVariable,UpdatingVariable,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,HandlingAdvancedDataStructure,BinaryTreeTask,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,HandlingAdvancedDataStructure,LinkedListTask,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,HandlingAdvancedDataStructure,QueueTask,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,HandlingAdvancedDataStructure,StackTask,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,TwoDimensionalArrayTask,ReplacingElement2DArray,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,TwoDimensionalArrayTask,Indexing2DArray,education,5,0,0,0,0.000000,0.000000,0
q_py_topic_output_formatting:q_py_output4,TwoDimensionalArrayTask,Create2DArray,education,5,0,0,0,0.000000,0.000000,0
