exercise_name,pred_count,gold_count,tp,fp,fn,precision,recall,f1,jaccard,accuracy_exact
ae_adl_arithmetics2,14,13,13,1,0,0.9286,1.0000,0.9630,0.9286,0.0000
ae_adl_comparison,17,9,9,8,0,0.5294,1.0000,0.6923,0.5294,0.0000
ae_adl_dict1,20,14,14,6,0,0.7000,1.0000,0.8235,0.7000,0.0000
ae_adl_dict2,14,12,12,2,0,0.8571,1.0000,0.9231,0.8571,0.0000
ae_adl_dict3,21,19,17,4,2,0.8095,0.8947,0.8500,0.7391,0.0000
ae_adl_file1,17,15,15,2,0,0.8824,1.0000,0.9375,0.8824,0.0000
ae_adl_file2,25,16,16,9,0,0.6400,1.0000,0.7805,0.6400,0.0000
ae_adl_findmax,20,14,14,6,0,0.7000,1.0000,0.8235,0.7000,0.0000
ae_adl_for,10,10,10,0,0,1.0000,1.0000,1.0000,1.0000,1.0000
ae_adl_format1,8,8,8,0,0,1.0000,1.0000,1.0000,1.0000,1.0000
ae_adl_format2,10,8,8,2,0,0.8000,1.0000,0.8889,0.8000,0.0000
ae_adl_functions1,7,5,5,2,0,0.7143,1.0000,0.8333,0.7143,0.0000
ae_adl_functions2,13,12,12,1,0,0.9231,1.0000,0.9600,0.9231,0.0000
ae_adl_functions3,14,14,12,2,2,0.8571,0.8571,0.8571,0.7500,0.0000
ae_adl_greet,7,7,7,0,0,1.0000,1.0000,1.0000,1.0000,1.0000
ae_adl_hello,4,4,4,0,0,1.0000,1.0000,1.0000,1.0000,1.0000
ae_adl_hiscore1,15,11,11,4,0,0.7333,1.0000,0.8462,0.7333,0.0000
ae_adl_hiscore2,15,11,11,4,0,0.7333,1.0000,0.8462,0.7333,0.0000
ae_adl_ifelifelse,15,11,11,4,0,0.7333,1.0000,0.8462,0.7333,0.0000
ae_adl_ifelse,15,12,11,4,1,0.7333,0.9167,0.8148,0.6875,0.0000
ae_adl_input1,12,11,10,2,1,0.8333,0.9091,0.8696,0.7692,0.0000
ae_adl_input2,12,11,11,1,0,0.9167,1.0000,0.9565,0.9167,0.0000
ae_adl_lists1,12,11,11,1,0,0.9167,1.0000,0.9565,0.9167,0.0000
ae_adl_lists2,12,10,10,2,0,0.8333,1.0000,0.9091,0.8333,0.0000
ae_adl_lists3,17,15,15,2,0,0.8824,1.0000,0.9375,0.8824,0.0000
ae_adl_logic,14,12,11,3,1,0.7857,0.9167,0.8462,0.7333,0.0000
ae_adl_nested_if,16,12,12,4,0,0.7500,1.0000,0.8571,0.7500,0.0000
ae_adl_objects1,7,6,6,1,0,0.8571,1.0000,0.9231,0.8571,0.0000
ae_adl_objects2,23,18,18,5,0,0.7826,1.0000,0.8780,0.7826,0.0000
ae_adl_objects3,18,16,15,3,1,0.8333,0.9375,0.8824,0.7895,0.0000
ae_adl_recursion,17,13,13,4,0,0.7647,1.0000,0.8667,0.7647,0.0000
ae_adl_returnvalue,16,14,14,2,0,0.8750,1.0000,0.9333,0.8750,0.0000
