exercise_name,pred_count,gold_count,tp,fp,fn,precision,recall,f1,jaccard,accuracy_exact
ae_adl_arithmetics2,8,8,5,3,3,0.6250,0.6250,0.6250,0.4545,0.0000
ae_adl_comparison,5,4,2,3,2,0.4000,0.5000,0.4444,0.2857,0.0000
ae_adl_dict1,20,15,11,9,4,0.5500,0.7333,0.6286,0.4583,0.0000
ae_adl_dict2,14,13,7,7,6,0.5000,0.5385,0.5185,0.3500,0.0000
ae_adl_dict3,15,16,10,5,6,0.6667,0.6250,0.6452,0.4762,0.0000
ae_adl_file1,13,15,9,4,6,0.6923,0.6000,0.6429,0.4737,0.0000
ae_adl_file2,21,14,10,11,4,0.4762,0.7143,0.5714,0.4000,0.0000
ae_adl_findmax,15,10,8,7,2,0.5333,0.8000,0.6400,0.4706,0.0000
ae_adl_for,8,5,3,5,2,0.3750,0.6000,0.4615,0.3000,0.0000
ae_adl_format1,7,6,3,4,3,0.4286,0.5000,0.4615,0.3000,0.0000
ae_adl_format2,9,6,3,6,3,0.3333,0.5000,0.4000,0.2500,0.0000
ae_adl_functions1,6,4,2,4,2,0.3333,0.5000,0.4000,0.2500,0.0000
ae_adl_functions2,6,8,3,3,5,0.5000,0.3750,0.4286,0.2727,0.0000
ae_adl_functions3,8,9,5,3,4,0.6250,0.5556,0.5882,0.4167,0.0000
ae_adl_greet,5,5,3,2,2,0.6000,0.6000,0.6000,0.4286,0.0000
ae_adl_hello,3,3,2,1,1,0.6667,0.6667,0.6667,0.5000,0.0000
ae_adl_hiscore1,8,6,4,4,2,0.5000,0.6667,0.5714,0.4000,0.0000
ae_adl_hiscore2,7,6,3,4,3,0.4286,0.5000,0.4615,0.3000,0.0000
ae_adl_ifelifelse,8,6,4,4,2,0.5000,0.6667,0.5714,0.4000,0.0000
ae_adl_ifelse,7,7,4,3,3,0.5714,0.5714,0.5714,0.4000,0.0000
ae_adl_input1,9,8,6,3,2,0.6667,0.7500,0.7059,0.5455,0.0000
ae_adl_input2,10,8,5,5,3,0.5000,0.6250,0.5556,0.3846,0.0000
ae_adl_lists1,10,8,5,5,3,0.5000,0.6250,0.5556,0.3846,0.0000
ae_adl_lists2,5,6,3,2,3,0.6000,0.5000,0.5455,0.3750,0.0000
ae_adl_lists3,12,12,7,5,5,0.5833,0.5833,0.5833,0.4118,0.0000
ae_adl_logic,4,4,2,2,2,0.5000,0.5000,0.5000,0.3333,0.0000
ae_adl_nested_if,7,7,5,2,2,0.7143,0.7143,0.7143,0.5556,0.0000
ae_adl_objects1,6,5,2,4,3,0.3333,0.4000,0.3636,0.2222,0.0000
ae_adl_objects2,13,12,8,5,4,0.6154,0.6667,0.6400,0.4706,0.0000
ae_adl_objects3,16,15,9,7,6,0.5625,0.6000,0.5806,0.4091,0.0000
ae_adl_recursion,11,10,7,4,3,0.6364,0.7000,0.6667,0.5000,0.0000
ae_adl_returnvalue,10,11,5,5,6,0.5000,0.4545,0.4762,0.3125,0.0000
ae_adl_simple_arithmetics,5,6,3,2,3,0.6000,0.5000,0.5455,0.3750,0.0000
ae_adl_strings,9,6,4,5,2,0.4444,0.6667,0.5333,0.3636,0.0000
ae_adl_swap,6,5,1,5,4,0.1667,0.2000,0.1818,0.1000,0.0000
ae_adl_tryexcept1,9,7,5,4,2,0.5556,0.7143,0.6250,0.4545,0.0000
ae_adl_tryexcept2,11,11,8,3,3,0.7273,0.7273,0.7273,0.5714,0.0000
ae_adl_vals_refs1,9,7,3,6,4,0.3333,0.4286,0.3750,0.2308,0.0000
ae_adl_vals_refs2,10,8,4,6,4,0.4000,0.5000,0.4444,0.2857,0.0000
ae_adl_vals_refs3,9,9,3,6,6,0.3333,0.3333,0.3333,0.2000,0.0000
ae_adl_variables,5,6,2,3,4,0.4000,0.3333,0.3636,0.2222,0.0000
ae_adl_while,8,9,5,3,4,0.6250,0.5556,0.5882,0.4167,0.0000
ae_python_assignment,3,3,1,2,2,0.3333,0.3333,0.3333,0.2000,0.0000
ae_python_class1,6,5,2,4,3,0.3333,0.4000,0.3636,0.2222,0.0000
ae_python_class2,14,12,8,6,4,0.5714,0.6667,0.6154,0.4444,0.0000
ae_python_file,22,15,11,11,4,0.5000,0.7333,0.5946,0.4231,0.0000
ae_python_float,9,8,5,4,3,0.5556,0.6250,0.5882,0.4167,0.0000
ae_python_for,7,5,4,3,1,0.5714,0.8000,0.6667,0.5000,0.0000
ae_python_function,10,10,6,4,4,0.6000,0.6000,0.6000,0.4286,0.0000
ae_python_if,9,6,4,5,2,0.4444,0.6667,0.5333,0.3636,0.0000
ae_python_input,6,5,3,3,2,0.5000,0.6000,0.5455,0.3750,0.0000
ae_python_intro,4,3,2,2,1,0.5000,0.6667,0.5714,0.4000,0.0000
ae_python_list,20,15,10,10,5,0.5000,0.6667,0.5714,0.4000,0.0000
ae_python_split,21,18,13,8,5,0.6190,0.7222,0.6667,0.5000,0.0000
ae_python_while,11,13,8,3,5,0.7273,0.6154,0.6667,0.5000,0.0000
objects_classes_account,15,15,9,6,6,0.6000,0.6000,0.6000,0.4286,0.0000
objects_classes_loan,0,18,0,0,18,0.0000,0.0000,0.0000,0.0000,0.0000
objects_classes_point,14,13,7,7,6,0.5000,0.5385,0.5185,0.3500,0.0000
objects_classes_tv,0,15,0,0,15,0.0000,0.0000,0.0000,0.0000,0.0000
ps_hello,3,2,1,2,1,0.3333,0.5000,0.4000,0.2500,0.0000
ps_python_2d_list,15,14,7,8,7,0.4667,0.5000,0.4828,0.3182,0.0000
ps_python_add_to_list,13,8,4,9,4,0.3077,0.5000,0.3810,0.2353,0.0000
ps_python_addition,5,5,2,3,3,0.4000,0.4000,0.4000,0.2500,0.0000
ps_python_bigger_than,6,3,2,4,1,0.3333,0.6667,0.4444,0.2857,0.0000
