exercise_name,pred_count,gold_count,tp,fp,fn,precision,recall,f1,jaccard,accuracy_exact
ae_adl_arithmetics2,11,13,11,0,2,1.0000,0.8462,0.9167,0.8462,0.0000
ae_adl_comparison,14,9,9,5,0,0.6429,1.0000,0.7826,0.6429,0.0000
ae_adl_dict1,15,14,11,4,3,0.7333,0.7857,0.7586,0.6111,0.0000
ae_adl_dict2,13,12,12,1,0,0.9231,1.0000,0.9600,0.9231,0.0000
ae_adl_dict3,20,19,16,4,3,0.8000,0.8421,0.8205,0.6957,0.0000
ae_adl_file1,16,15,15,1,0,0.9375,1.0000,0.9677,0.9375,0.0000
ae_adl_file2,17,16,15,2,1,0.8824,0.9375,0.9091,0.8333,0.0000
ae_adl_findmax,15,14,12,3,2,0.8000,0.8571,0.8276,0.7059,0.0000
ae_adl_for,8,10,8,0,2,1.0000,0.8000,0.8889,0.8000,0.0000
ae_adl_format1,7,8,7,0,1,1.0000,0.8750,0.9333,0.8750,0.0000
ae_adl_format2,6,8,6,0,2,1.0000,0.7500,0.8571,0.7500,0.0000
ae_adl_functions1,5,5,4,1,1,0.8000,0.8000,0.8000,0.6667,0.0000
ae_adl_functions2,12,12,11,1,1,0.9167,0.9167,0.9167,0.8462,0.0000
ae_adl_functions3,12,14,11,1,3,0.9167,0.7857,0.8462,0.7333,0.0000
ae_adl_greet,6,7,6,0,1,1.0000,0.8571,0.9231,0.8571,0.0000
ae_adl_hello,3,4,3,0,1,1.0000,0.7500,0.8571,0.7500,0.0000
ae_adl_hiscore1,11,11,10,1,1,0.9091,0.9091,0.9091,0.8333,0.0000
ae_adl_hiscore2,11,11,9,2,2,0.8182,0.8182,0.8182,0.6923,0.0000
ae_adl_ifelifelse,9,11,8,1,3,0.8889,0.7273,0.8000,0.6667,0.0000
ae_adl_ifelse,12,12,11,1,1,0.9167,0.9167,0.9167,0.8462,0.0000
ae_adl_input1,9,11,8,1,3,0.8889,0.7273,0.8000,0.6667,0.0000
ae_adl_input2,8,11,8,0,3,1.0000,0.7273,0.8421,0.7273,0.0000
ae_adl_lists1,10,11,9,1,2,0.9000,0.8182,0.8571,0.7500,0.0000
ae_adl_lists2,10,10,9,1,1,0.9000,0.9000,0.9000,0.8182,0.0000
ae_adl_lists3,13,15,13,0,2,1.0000,0.8667,0.9286,0.8667,0.0000
ae_adl_logic,14,12,11,3,1,0.7857,0.9167,0.8462,0.7333,0.0000
ae_adl_nested_if,12,12,9,3,3,0.7500,0.7500,0.7500,0.6000,0.0000
ae_adl_objects1,7,6,6,1,0,0.8571,1.0000,0.9231,0.8571,0.0000
ae_adl_objects2,21,18,18,3,0,0.8571,1.0000,0.9231,0.8571,0.0000
ae_adl_objects3,15,16,13,2,3,0.8667,0.8125,0.8387,0.7222,0.0000
ae_adl_recursion,16,13,13,3,0,0.8125,1.0000,0.8966,0.8125,0.0000
ae_adl_returnvalue,12,14,12,0,2,1.0000,0.8571,0.9231,0.8571,0.0000
ae_adl_simple_arithmetics,8,10,8,0,2,1.0000,0.8000,0.8889,0.8000,0.0000
ae_adl_strings,8,9,8,0,1,1.0000,0.8889,0.9412,0.8889,0.0000
ae_adl_swap,4,7,4,0,3,1.0000,0.5714,0.7273,0.5714,0.0000
ae_adl_tryexcept1,9,11,9,0,2,1.0000,0.8182,0.9000,0.8182,0.0000
ae_adl_tryexcept2,12,15,12,0,3,1.0000,0.8000,0.8889,0.8000,0.0000
ae_adl_vals_refs1,7,8,6,1,2,0.8571,0.7500,0.8000,0.6667,0.0000
ae_adl_vals_refs2,9,10,8,1,2,0.8889,0.8000,0.8421,0.7273,0.0000
ae_adl_vals_refs3,9,10,8,1,2,0.8889,0.8000,0.8421,0.7273,0.0000
ae_adl_variables,8,9,8,0,1,1.0000,0.8889,0.9412,0.8889,0.0000
ae_adl_while,12,12,12,0,0,1.0000,1.0000,1.0000,1.0000,1.0000
ae_python_assignment,6,6,6,0,0,1.0000,1.0000,1.0000,1.0000,1.0000
ae_python_class1,6,6,5,1,1,0.8333,0.8333,0.8333,0.7143,0.0000
ae_python_class2,20,19,17,3,2,0.8500,0.8947,0.8718,0.7727,0.0000
ae_python_file,22,19,18,4,1,0.8182,0.9474,0.8780,0.7826,0.0000
ae_python_float,8,13,8,0,5,1.0000,0.6154,0.7619,0.6154,0.0000
ae_python_for,9,9,8,1,1,0.8889,0.8889,0.8889,0.8000,0.0000
ae_python_function,11,12,10,1,2,0.9091,0.8333,0.8696,0.7692,0.0000
ae_python_if,13,9,6,7,3,0.4615,0.6667,0.5455,0.3750,0.0000
ae_python_input,6,7,6,0,1,1.0000,0.8571,0.9231,0.8571,0.0000
ae_python_intro,8,8,8,0,0,1.0000,1.0000,1.0000,1.0000,1.0000
ae_python_list,23,19,18,5,1,0.7826,0.9474,0.8571,0.7500,0.0000
ae_python_split,21,20,20,1,0,0.9524,1.0000,0.9756,0.9524,0.0000
ae_python_while,15,16,14,1,2,0.9333,0.8750,0.9032,0.8235,0.0000
bjects_classes_loan,17,0,0,17,0,0.0000,0.0000,0.0000,0.0000,0.0000
objects_classes_account,26,23,22,4,1,0.8462,0.9565,0.8980,0.8148,0.0000
objects_classes_loan,0,20,0,0,20,0.0000,0.0000,0.0000,0.0000,0.0000
objects_classes_point,13,14,13,0,1,1.0000,0.9286,0.9630,0.9286,0.0000
objects_classes_tv,0,25,0,0,25,0.0000,0.0000,0.0000,0.0000,0.0000
ps_hello,4,4,4,0,0,1.0000,1.0000,1.0000,1.0000,1.0000
ps_python_2d_list,14,14,13,1,1,0.9286,0.9286,0.9286,0.8667,0.0000
