exercise_name,pred_count,gold_count,tp,fp,fn,precision,recall,f1,jaccard,accuracy_exact
ae_adl_arithmetics2,9,8,5,4,3,0.5556,0.6250,0.5882,0.4167,0.0000
ae_adl_comparison,4,4,2,2,2,0.5000,0.5000,0.5000,0.3333,0.0000
ae_adl_dict1,20,15,10,10,5,0.5000,0.6667,0.5714,0.4000,0.0000
ae_adl_dict2,15,13,6,9,7,0.4000,0.4615,0.4286,0.2727,0.0000
ae_adl_dict3,20,16,11,9,5,0.5500,0.6875,0.6111,0.4400,0.0000
ae_adl_file1,16,15,8,8,7,0.5000,0.5333,0.5161,0.3478,0.0000
ae_adl_file2,19,14,9,10,5,0.4737,0.6429,0.5455,0.3750,0.0000
ae_adl_findmax,13,10,7,6,3,0.5385,0.7000,0.6087,0.4375,0.0000
ae_adl_for,10,5,4,6,1,0.4000,0.8000,0.5333,0.3636,0.0000
ae_adl_format1,9,6,4,5,2,0.4444,0.6667,0.5333,0.3636,0.0000
ae_adl_format2,10,6,4,6,2,0.4000,0.6667,0.5000,0.3333,0.0000
ae_adl_functions1,6,4,2,4,2,0.3333,0.5000,0.4000,0.2500,0.0000
ae_adl_functions2,9,8,4,5,4,0.4444,0.5000,0.4706,0.3077,0.0000
ae_adl_functions3,9,9,5,4,4,0.5556,0.5556,0.5556,0.3846,0.0000
ae_adl_greet,8,5,3,5,2,0.3750,0.6000,0.4615,0.3000,0.0000
ae_adl_hello,3,3,1,2,2,0.3333,0.3333,0.3333,0.2000,0.0000
ae_adl_hiscore1,10,6,4,6,2,0.4000,0.6667,0.5000,0.3333,0.0000
ae_adl_hiscore2,8,6,3,5,3,0.3750,0.5000,0.4286,0.2727,0.0000
ae_adl_ifelifelse,9,6,3,6,3,0.3333,0.5000,0.4000,0.2500,0.0000
ae_adl_ifelse,8,7,4,4,3,0.5000,0.5714,0.5333,0.3636,0.0000
ae_adl_input1,10,8,5,5,3,0.5000,0.6250,0.5556,0.3846,0.0000
ae_adl_input2,10,8,6,4,2,0.6000,0.7500,0.6667,0.5000,0.0000
