exercise_name,parent,leaf,ontology,n,min,max,mode,mean,stddev,score
py_fail_course,ClassMethod,__init()__,parser,1,0,0,0,0.000000,0.000000,0
py_fail_course,StringMethod,replace(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,StringMethod,join(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,StringMethod,capitalize(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,StringMethod,split(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,StringMethod,rstrip(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,StringMethod,lower(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,StringMethod,format(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,ListMethod,insert(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,ListMethod,pop(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,ListMethod,append(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,ListMethod,reverse(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,ListMethod,remove(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,DictionaryMethod,get(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,DictionaryMethod,items(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,DictionaryMethod,keys(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,DictionaryMethod,values(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,FileMethod,readline(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,FileMethod,read(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,FileMethod,close(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,Error,OSError,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,Error,FileNotFoundError,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,Error,TypeError,parser,5,1,3,2,2.000000,0.707107,2
py_fail_course,Error,IndexError,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,Error,AssertionError,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,Error,IOError,parser,5,1,1,1,1.000000,0.000000,1
py_fail_course,Error,ValueError,parser,5,1,2,2,1.800000,0.447214,2
py_fail_course,Operator,=,parser,5,5,5,5,5.000000,0.000000,5
py_fail_course,LogicalOperator,not,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,LogicalOperator,or,parser,5,5,5,5,5.000000,0.000000,5
py_fail_course,LogicalOperator,and,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,ArtithmeticOperator,**,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,ArtithmeticOperator,Modulus,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,ArtithmeticOperator,/,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,ArtithmeticOperator,//,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,ArtithmeticOperator,+,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,ArtithmeticOperator,-,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,ArtithmeticOperator,*,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,ComparisonOperator,<=,,5,0,0,0,0.000000,0.000000,0
py_fail_course,ComparisonOperator,==,parser,5,5,5,5,5.000000,0.000000,5
py_fail_course,ComparisonOperator,Larger,parser,5,5,5,5,5.000000,0.000000,5
py_fail_course,ComparisonOperator,LargerOrEqual,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,ComparisonOperator,Less,parser,5,5,5,5,5.000000,0.000000,5
py_fail_course,ComparisonOperator,NotEqual,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,MembershipOperator,in,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,BuiltInFunction,round(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,BuiltInFunction,dict(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,BuiltInFunction,set(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,BuiltInFunction,int(),parser,5,5,5,5,5.000000,0.000000,5
py_fail_course,BuiltInFunction,range(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,BuiltInFunction,min(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,BuiltInFunction,list(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,BuiltInFunction,open(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,BuiltInFunction,float(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,BuiltInFunction,abs(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,BuiltInFunction,next(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,BuiltInFunction,str(),parser,5,0,2,2,1.200000,0.836660,2
py_fail_course,BuiltInFunction,len(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,BuiltInFunction,max(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,BuiltInFunction,tuple(),parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,BuiltInFunction,input(),parser,5,5,5,5,5.000000,0.000000,5
py_fail_course,BuiltInFunction,print(),parser,5,5,5,5,5.000000,0.000000,5
py_fail_course,Statement,ExpressionStatement,parser,5,5,5,5,5.000000,0.000000,5
py_fail_course,DefinitionStatement,FunctionDefinition,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,DefinitionStatement,ClassDefinition,parser,5,0,0,0,0.000000,0.000000,0
py_fail_course,ImportStatement,Import,parser,5,0,0,0,0.000000,0.000000,0
